gw_paint_fid,casual,temperature,registered,hour,feeling_temp
L_1,0,8.92,13,1,7.001
L_1,2,8.92,5,2,5.9978
L_1,0,8.92,3,3,5.9978
L_1,1,8.92,6,4,7.001
L_1,0,9.86,19,5,9.9974
L_1,2,9.86,141,6,9.9974
L_1,5,9.86,357,7,9.9974
L_3,15,11.74,698,8,11.9972
L_1,37,11.74,345,9,11.9972
L_1,33,12.68,131,10,13.0004
L_1,37,14.56,156,11,15.0002
L_1,43,14.56,217,12,15.0002
L_1,54,15.5,184,13,15.9968
L_1,43,17.38,201,14,18.0032
L_1,59,16.44,195,15,17.0
L_1,70,15.5,354,16,15.9968
L_3,73,16.44,733,17,17.0
L_3,26,15.5,758,18,15.9968
L_3,31,15.5,483,19,15.9968
L_1,30,15.5,330,20,15.9968
L_1,16,14.56,209,21,15.0002
L_1,7,14.56,155,22,15.0002
L_1,8,14.56,76,23,15.0002
L_1,0,13.62,33,0,13.997
L_1,2,13.62,6,1,13.997
L_1,2,13.62,6,2,13.997
L_1,0,13.62,6,3,13.997
L_1,0,13.62,6,4,13.997
L_1,2,13.62,38,5,13.997
L_1,3,13.62,172,6,13.997
L_3,9,13.62,498,7,13.997
L_3,33,15.5,806,8,15.9968
L_1,35,17.38,331,9,18.0032
L_1,27,18.32,190,10,18.9998
L_1,53,17.38,238,11,18.0032
L_1,78,17.38,312,12,18.0032
L_1,60,18.32,237,13,18.9998
L_1,63,20.2,208,14,24.9992
L_1,58,20.2,261,15,24.9992
L_3,92,20.2,474,16,24.9992
L_3,91,19.26,857,17,20.003
L_3,57,18.32,787,18,18.9998
L_3,32,18.32,534,19,18.9998
L_1,21,16.44,371,20,17.0
L_1,18,15.5,251,21,15.9968
L_1,27,13.62,170,22,13.997
L_1,17,12.68,119,23,13.0004
L_1,1,12.68,41,0,13.0004
L_1,1,12.68,10,1,13.0004
L_1,4,11.74,7,2,11.9972
L_1,0,11.74,3,3,11.9972
L_1,0,10.8,10,4,11.0006
L_1,0,8.92,42,5,7.001
L_1,1,8.92,158,6,7.001
L_3,11,8.92,467,7,5.9978
L_3,25,9.86,773,8,9.9974
L_1,27,10.8,328,9,11.0006
L_1,39,12.68,165,10,13.0004
L_1,76,13.62,175,11,13.997
L_1,47,13.62,279,12,13.997
L_1,48,15.5,243,13,15.9968
L_1,78,16.44,270,14,17.0
L_3,102,16.44,358,15,17.0
L_3,68,15.5,413,16,15.9968
L_3,90,15.5,737,17,15.9968
L_3,64,13.62,628,18,13.997
L_3,81,12.68,662,19,13.0004
L_3,27,11.74,388,20,11.9972
L_1,24,11.74,236,21,11.9972
L_1,10,10.8,167,22,11.0006
L_1,10,11.74,176,23,11.9972
L_1,8,10.8,60,0,11.0006
L_1,8,10.8,29,1,11.0006
L_1,0,10.8,16,2,11.0006
L_1,0,8.92,6,3,7.9976
L_1,0,8.92,8,4,7.9976
L_1,2,8.92,33,5,7.9976
L_1,3,7.98,140,6,7.001
L_3,8,8.92,384,7,7.9976
L_3,34,11.74,711,8,11.9972
L_1,26,15.5,374,9,15.9968
L_1,75,16.44,200,10,17.0
L_1,61,17.38,252,11,18.0032
L_1,75,17.38,312,12,18.0032
L_1,81,18.32,300,13,18.9998
L_1,109,18.32,262,14,18.9998
L_3,138,16.44,317,15,17.0
L_3,108,13.62,412,16,13.997
L_3,131,13.62,706,17,13.997
L_3,76,12.68,566,18,13.0004
L_3,40,11.74,453,19,11.9972
L_1,28,11.74,280,20,11.9972
L_1,21,10.8,169,21,11.0006
L_1,17,10.8,143,22,11.0006
L_1,11,8.92,89,23,7.001
L_1,31,8.92,218,0,7.9976
L_1,23,7.98,123,1,5.9978
L_1,7,7.98,60,2,5.9978
L_1,2,7.04,13,3,3.998
L_1,2,6.1,9,4,3.998
L_1,0,6.1,11,5,3.0014
L_1,5,6.1,23,6,3.0014
L_1,10,6.1,60,7,3.998
L_1,23,7.98,151,8,7.001
L_1,46,8.92,220,9,7.9976
L_1,82,10.8,265,10,11.0006
L_2,192,11.74,335,11,11.9972
L_2,202,12.68,371,12,13.0004
L_2,235,13.62,435,13,13.997
L_2,243,14.56,354,14,15.0002
L_2,251,15.5,364,15,15.9968
L_2,294,15.5,343,16,15.9968
L_2,193,13.62,335,17,13.997
L_2,174,13.62,299,18,13.997
L_1,73,12.68,259,19,13.0004
L_1,57,10.8,198,20,11.0006
L_1,47,10.8,157,21,11.0006
L_1,33,10.8,156,22,11.0006
L_1,27,11.74,98,23,11.9972
L_1,8,10.8,103,0,11.0006
L_1,16,11.74,96,1,11.9972
L_1,8,10.8,58,2,11.0006
L_1,3,11.74,25,3,11.9972
L_1,2,11.74,10,4,11.9972
L_1,5,10.8,6,5,11.0006
L_1,4,10.8,20,6,11.0006
L_1,7,11.74,44,7,11.9972
L_1,28,12.68,104,8,13.0004
L_1,62,14.56,161,9,15.0002
L_2,150,17.38,278,10,18.0032
L_3,156,18.32,338,11,18.9998
L_2,200,21.14,362,12,24.9992
L_2,218,22.08,401,13,24.9992
L_2,249,23.02,368,14,24.9992
L_2,213,23.02,355,15,24.9992
L_2,203,22.08,378,16,24.9992
L_2,193,22.08,346,17,24.9992
L_3,134,19.26,319,18,20.003
L_1,68,18.32,268,19,18.9998
L_1,48,17.38,198,20,18.0032
L_1,40,18.32,156,21,18.9998
L_1,38,18.32,87,22,18.9998
L_1,27,18.32,78,23,18.9998
L_1,17,18.32,31,0,18.9998
L_1,5,19.26,24,1,20.003
L_1,1,19.26,5,2,20.003
L_1,2,18.32,2,3,18.9998
L_1,1,18.32,9,4,18.9998
L_1,2,18.32,38,5,18.9998
L_1,6,18.32,141,6,18.9998
L_3,15,19.26,461,7,20.003
L_3,24,20.2,713,8,24.0026
L_1,31,20.2,328,9,22.9994
L_1,43,20.2,125,10,22.9994
L_1,88,20.2,175,11,22.9994
L_1,73,20.2,211,12,22.0028
L_1,37,18.32,109,13,18.9998
L_1,57,20.2,128,14,22.0028
L_1,70,20.2,190,15,22.0028
L_3,76,18.32,371,16,18.9998
L_3,96,18.32,670,17,18.9998
L_3,52,17.38,540,18,18.0032
L_1,12,16.44,227,19,17.0
L_1,19,16.44,237,20,17.0
L_1,16,16.44,190,21,17.0
L_1,8,15.5,118,22,15.9968
L_1,9,13.62,72,23,13.997
L_1,3,13.62,45,0,13.997
L_1,4,12.68,9,1,13.0004
L_1,2,12.68,1,2,13.0004
L_1,0,11.74,2,3,11.9972
L_1,0,11.74,7,4,11.9972
L_1,5,11.74,47,5,11.9972
L_1,4,11.74,168,6,11.9972
L_3,20,11.74,505,7,11.9972
L_3,35,12.68,800,8,13.0004
L_1,32,14.56,323,9,15.0002
L_1,65,15.5,157,10,15.9968
L_1,56,15.5,172,11,15.9968
L_1,69,16.44,256,12,17.0
L_1,68,16.44,260,13,17.0
L_1,94,17.38,214,14,18.0032
L_1,76,17.38,270,15,18.0032
L_3,79,17.38,367,16,18.0032
L_3,104,16.44,839,17,17.0
L_3,71,15.5,767,18,15.9968
L_3,40,14.56,491,19,15.0002
L_3,35,13.62,397,20,13.997
L_1,19,13.62,176,21,13.997
L_1,18,10.8,163,22,11.0006
L_1,23,10.8,176,23,11.0006
L_1,1,9.86,48,0,9.9974
L_1,3,9.86,14,1,9.9974
L_1,4,9.86,12,2,9.9974
L_1,0,8.92,7,3,9.0008
L_1,0,8.92,4,4,7.9976
L_1,2,8.92,39,5,9.0008
L_1,7,9.86,171,6,9.9974
L_3,15,8.92,449,7,7.9976
L_3,38,10.8,779,8,11.0006
L_1,38,11.74,344,9,11.9972
L_1,60,13.62,168,10,13.997
L_1,78,15.5,156,11,15.9968
L_1,71,16.44,261,12,17.0
L_1,73,17.38,237,13,18.0032
L_1,82,18.32,188,14,18.9998
L_1,62,19.26,239,15,20.003
L_3,70,18.32,396,16,18.9998
L_3,122,17.38,766,17,18.0032
L_3,90,16.44,794,18,17.0
L_3,49,15.5,467,19,15.9968
L_1,54,15.5,360,20,15.9968
L_1,28,13.62,301,21,13.997
L_1,17,13.62,198,22,13.997
L_1,15,13.62,84,23,13.997
L_1,4,13.62,53,0,13.997
L_1,0,13.62,14,1,13.997
L_1,1,13.62,13,2,13.997
L_1,0,12.68,5,3,13.0004
L_1,0,12.68,5,4,13.0004
L_1,1,12.68,41,5,13.0004
L_1,3,12.68,150,6,13.0004
L_3,20,12.68,488,7,13.0004
L_3,31,13.62,803,8,13.997
L_1,41,15.5,346,9,15.9968
L_1,60,16.44,158,10,17.0
L_1,79,18.32,189,11,18.9998
L_1,93,20.2,284,12,24.9992
L_1,96,21.14,236,13,24.9992
L_1,94,21.14,191,14,24.9992
L_1,69,20.2,284,15,24.0026
L_1,94,20.2,356,16,24.9992
L_3,102,19.26,788,17,20.003
L_3,68,18.32,720,18,18.9998
L_3,42,18.32,471,19,18.9998
L_1,39,18.32,348,20,18.9998
L_1,38,17.38,245,21,18.0032
L_1,27,17.38,202,22,18.0032
L_1,6,17.38,111,23,18.0032
L_1,5,18.32,51,0,18.9998
L_1,4,17.38,12,1,18.0032
L_1,1,17.38,9,2,18.0032
L_1,0,18.32,5,3,18.9998
L_1,1,18.32,5,4,18.9998
L_1,1,17.38,35,5,18.0032
L_1,5,17.38,126,6,18.0032
L_1,5,17.38,149,7,18.0032
L_3,20,17.38,447,8,18.0032
L_1,26,17.38,363,9,18.0032
L_1,26,19.26,198,10,20.003
L_1,41,20.2,211,11,20.9996
L_1,74,22.08,258,12,24.0026
L_1,87,21.14,288,13,22.9994
L_1,88,23.02,277,14,24.9992
L_1,93,22.08,302,15,24.0026
L_3,131,21.14,434,16,24.0026
L_1,48,21.14,377,17,24.0026
L_1,21,18.32,212,18,18.9998
L_1,19,17.38,213,19,18.0032
L_1,13,16.44,216,20,17.0
L_1,17,15.5,189,21,15.9968
L_1,14,15.5,176,22,15.9968
L_1,13,13.62,118,23,13.997
L_1,13,13.62,110,0,13.997
L_1,2,13.62,93,1,13.997
L_1,9,12.68,69,2,13.0004
L_1,2,11.74,27,3,11.9972
L_1,9,12.68,9,4,13.0004
L_1,6,10.8,7,5,11.0006
L_1,5,11.74,26,6,11.9972
L_1,6,10.8,59,7,11.0006
L_1,29,13.62,164,8,13.997
L_1,106,15.5,257,9,15.9968
L_3,111,16.44,312,10,17.0
L_2,204,17.38,408,11,18.0032
L_2,267,18.32,436,12,18.9998
L_2,273,18.32,441,13,18.9998
L_2,335,18.32,376,14,18.9998
L_2,308,18.32,403,15,18.9998
L_2,325,17.38,366,16,18.0032
L_2,347,17.38,384,17,18.0032
L_3,165,16.44,356,18,17.0
L_1,77,15.5,268,19,15.9968
L_1,61,15.5,198,20,15.9968
L_1,72,13.62,224,21,13.997
L_1,47,12.68,155,22,13.0004
L_1,27,11.74,136,23,11.9972
L_1,35,12.68,119,0,13.0004
L_1,20,11.74,97,1,11.9972
L_1,44,10.8,88,2,11.0006
L_1,12,9.86,29,3,9.9974
L_1,8,8.92,13,4,7.001
L_1,6,9.86,4,5,9.9974
L_1,8,10.8,18,6,11.0006
L_1,13,10.8,43,7,11.0006
L_1,39,11.74,104,8,11.9972
L_1,77,13.62,192,9,13.997
L_2,167,15.5,276,10,15.9968
L_2,191,16.44,356,11,17.0
L_2,236,17.38,439,12,18.0032
L_2,243,18.32,383,13,18.9998
L_2,235,18.32,405,14,18.9998
L_2,240,18.32,383,15,18.9998
L_2,182,17.38,409,16,18.0032
L_3,153,16.44,338,17,17.0
L_1,71,16.44,342,18,17.0
L_1,50,15.5,216,19,15.9968
L_1,35,14.56,160,20,15.0002
L_1,42,11.74,124,21,11.9972
L_1,18,11.74,95,22,11.9972
L_1,7,12.68,59,23,13.0004
L_1,3,10.8,28,0,11.0006
L_1,0,10.8,11,1,11.0006
L_1,1,9.86,4,2,9.9974
L_1,1,10.8,5,3,11.0006
L_1,1,9.86,6,4,9.9974
L_1,2,9.86,44,5,9.9974
L_1,4,8.92,140,6,7.9976
L_3,15,9.86,437,7,9.9974
L_3,32,12.68,696,8,13.0004
L_1,25,13.62,335,9,13.997
L_1,51,15.5,161,10,15.9968
L_1,63,18.32,148,11,18.9998
L_1,52,19.26,231,12,20.003
L_1,88,21.14,227,13,24.9992
L_1,73,21.14,209,14,24.0026
L_1,74,22.08,222,15,24.9992
L_3,80,21.14,444,16,24.9992
L_3,84,21.14,838,17,24.9992
L_3,60,17.38,726,18,18.0032
L_3,36,16.44,478,19,17.0
L_3,21,15.5,382,20,15.9968
L_1,19,14.56,155,21,15.0002
L_1,25,13.62,158,22,13.997
L_1,20,13.62,143,23,13.997
L_1,5,13.62,32,0,13.997
L_1,1,13.62,16,1,13.997
L_1,1,12.68,6,2,13.0004
L_1,0,12.68,1,3,13.0004
L_1,1,11.74,6,4,11.9972
L_1,1,12.68,49,5,13.0004
L_1,6,10.8,152,6,11.0006
L_3,12,12.68,519,7,13.0004
L_3,28,13.62,733,8,13.997
L_1,29,15.5,305,9,15.9968
L_1,50,17.38,171,10,18.0032
L_1,52,20.2,201,11,24.9992
L_1,80,21.14,298,12,24.9992
L_1,59,22.08,244,13,24.9992
L_1,67,23.96,229,14,26.0024
L_1,76,23.96,270,15,26.0024
L_3,108,23.96,433,16,26.0024
L_3,67,23.96,871,17,26.0024
L_3,64,21.14,762,18,24.9992
L_3,25,21.14,457,19,24.9992
L_1,45,19.26,334,20,20.003
L_1,35,18.32,260,21,18.9998
L_1,20,18.32,174,22,18.9998
L_1,9,17.38,102,23,18.0032
L_1,7,17.38,39,0,18.0032
L_1,4,17.38,23,1,18.0032
L_1,0,17.38,6,2,18.0032
L_1,0,15.5,4,3,15.9968
L_1,1,15.5,5,4,15.9968
L_1,1,15.5,52,5,15.9968
L_1,11,14.56,162,6,15.0002
L_3,20,15.5,506,7,15.9968
L_3,24,16.44,777,8,17.0
L_1,24,16.44,349,9,17.0
L_1,29,17.38,142,10,18.0032
L_1,47,19.26,189,11,20.003
L_1,48,21.14,268,12,24.0026
L_1,65,23.02,241,13,24.9992
L_1,64,26.78,237,14,26.999
L_1,63,24.9,245,15,26.0024
L_3,67,26.78,465,16,26.999
L_3,87,23.02,876,17,24.9992
L_3,63,23.02,795,18,24.9992
L_3,50,22.08,522,19,24.9992
L_3,45,21.14,396,20,24.0026
L_1,33,21.14,280,21,24.0026
L_1,30,20.2,208,22,24.0026
L_1,12,19.26,111,23,20.003
L_1,19,20.2,57,0,24.0026
L_1,6,19.26,22,1,20.003
L_1,3,17.38,15,2,18.0032
L_1,0,16.44,8,3,17.0
L_1,1,16.44,4,4,17.0
L_1,2,16.44,53,5,17.0
L_1,3,16.44,168,6,17.0
L_3,18,16.44,477,7,17.0
L_3,33,16.44,746,8,17.0
L_1,23,16.44,320,9,17.0
L_1,53,17.38,172,10,18.0032
L_1,57,17.38,181,11,18.0032
L_1,61,18.32,258,12,18.9998
L_1,49,18.32,264,13,18.9998
L_1,71,20.2,214,14,22.9994
L_1,63,21.14,242,15,24.0026
L_3,92,20.2,407,16,22.9994
L_3,112,20.2,774,17,22.9994
L_3,77,18.32,732,18,18.9998
L_3,45,17.38,497,19,18.0032
L_1,28,16.44,319,20,17.0
L_1,24,16.44,247,21,17.0
L_1,22,17.38,185,22,18.0032
L_1,13,17.38,122,23,18.0032
L_1,6,17.38,65,0,18.0032
L_1,4,16.44,32,1,17.0
L_1,4,16.44,15,2,17.0
L_1,5,16.44,8,3,17.0
L_1,1,16.44,4,4,17.0
L_1,3,16.44,47,5,17.0
L_1,2,16.44,142,6,17.0
L_3,13,16.44,408,7,17.0
L_3,20,17.38,714,8,18.0032
L_1,56,17.38,347,9,18.0032
L_1,41,17.38,156,10,18.0032
L_1,68,18.32,222,11,18.9998
L_1,90,19.26,302,12,20.003
L_1,77,19.26,260,13,20.003
L_1,99,20.2,252,14,24.0026
L_3,142,21.14,306,15,24.0026
L_3,137,19.26,445,16,20.003
L_3,125,18.32,692,17,18.9998
L_3,81,18.32,584,18,18.9998
L_3,72,17.38,399,19,18.0032
L_1,40,17.38,271,20,18.0032
L_1,40,17.38,252,21,18.0032
L_1,37,16.44,180,22,17.0
L_1,19,16.44,159,23,17.0
L_1,10,15.5,132,0,15.9968
L_1,23,15.5,123,1,15.9968
L_1,19,15.5,71,2,15.9968
L_1,5,15.5,21,3,15.9968
L_1,1,15.5,12,4,15.9968
L_1,2,15.5,7,5,15.9968
L_1,2,15.5,29,6,15.9968
L_1,7,14.56,79,7,15.0002
L_1,26,15.5,187,8,15.9968
L_1,88,15.5,240,9,15.9968
L_2,165,17.38,314,10,18.0032
L_2,197,18.32,388,11,18.9998
L_2,264,20.2,404,12,24.9992
L_2,310,20.2,450,13,24.9992
L_2,325,20.2,425,14,24.9992
L_2,310,18.32,401,15,18.9998
L_2,257,18.32,355,16,18.9998
L_2,248,18.32,370,17,18.9998
L_3,138,18.32,318,18,18.9998
L_1,67,16.44,233,19,17.0
L_1,58,16.44,238,20,17.0
L_1,49,16.44,160,21,17.0
L_1,41,16.44,116,22,17.0
L_1,31,16.44,136,23,17.0
L_1,20,16.44,97,0,17.0
L_1,22,15.5,111,1,15.9968
L_1,17,15.5,99,2,15.9968
L_1,18,15.5,61,3,15.9968
L_1,1,15.5,19,4,15.9968
L_1,6,15.5,22,5,15.9968
L_1,7,15.5,32,6,15.9968
L_1,17,15.5,48,7,15.9968
L_1,55,15.5,118,8,15.9968
L_2,124,15.5,206,9,15.9968
L_3,120,14.56,314,10,15.0002
L_3,110,15.5,352,11,15.9968
L_3,118,14.56,373,12,15.0002
L_1,75,14.56,316,13,15.0002
L_1,98,15.5,304,14,15.9968
L_1,76,15.5,225,15,15.9968
L_1,42,14.56,251,16,15.0002
L_1,37,13.62,188,17,13.997
L_1,18,11.74,136,18,11.9972
L_1,7,11.74,47,19,11.9972
L_1,4,11.74,51,20,11.9972
L_1,2,12.68,44,21,13.0004
L_1,2,12.68,35,22,13.0004
L_1,2,11.74,12,23,11.9972
L_1,2,12.68,20,0,13.0004
L_1,11,6.1,105,13,1.9982
L_1,8,6.1,118,14,1.9982
L_1,10,6.1,114,15,3.0014
L_1,15,6.1,83,16,3.0014
L_1,19,6.1,105,17,3.0014
L_1,4,6.1,139,18,3.998
L_1,6,15.5,109,19,15.9968
L_1,5,6.1,76,20,3.0014
L_1,4,6.1,60,21,5.0012
L_1,2,6.1,64,22,3.998
L_1,3,6.1,36,23,3.998
L_1,0,6.1,16,0,5.0012
L_1,0,6.1,8,1,5.0012
L_1,0,6.1,7,2,3.998
L_1,0,6.1,3,3,5.0012
L_1,0,6.1,5,4,3.0014
L_1,0,6.1,24,5,3.998
L_1,0,6.1,116,6,3.998
L_1,3,6.1,334,7,3.998
L_3,6,7.04,615,8,5.9978
L_1,17,7.98,280,9,5.9978
L_1,21,8.92,147,10,5.9978
L_1,37,8.92,152,11,7.001
L_1,44,10.8,197,12,11.0006
L_1,22,11.74,191,13,11.9972
L_1,45,11.74,179,14,11.9972
L_1,33,11.74,197,15,11.9972
L_1,51,11.74,373,16,11.9972
L_3,39,10.8,684,17,11.0006
L_3,28,10.8,556,18,11.0006
L_3,27,10.8,383,19,11.0006
L_1,9,10.8,259,20,11.0006
L_1,12,10.8,180,21,11.0006
L_1,18,8.92,147,22,7.001
L_1,7,8.92,94,23,7.9976
L_1,8,8.92,52,0,7.9976
L_1,8,6.1,22,1,5.0012
L_1,10,7.04,10,2,5.9978
L_1,5,7.98,10,3,5.9978
L_1,2,7.98,8,4,7.001
L_1,1,7.98,39,5,5.9978
L_1,2,7.98,146,6,5.9978
L_3,6,8.92,414,7,7.001
L_3,12,8.92,668,8,9.0008
L_1,21,8.92,310,9,7.9976
L_1,13,8.92,133,10,7.001
L_1,14,8.92,156,11,7.001
L_1,23,9.86,198,12,9.9974
L_1,49,10.8,199,13,11.0006
L_1,31,10.8,154,14,11.0006
L_1,35,10.8,179,15,11.0006
L_1,31,10.8,313,16,11.0006
L_3,37,10.8,652,17,11.0006
L_3,50,10.8,628,18,11.0006
L_3,28,10.8,424,19,11.0006
L_1,16,9.86,280,20,9.9974
L_1,29,9.86,238,21,9.9974
L_1,27,8.92,175,22,7.001
L_1,8,7.98,112,23,5.9978
L_1,10,7.98,40,0,5.9978
L_1,5,7.04,19,1,5.0012
L_1,3,7.04,7,2,5.0012
L_1,0,6.1,3,3,3.998
L_1,1,6.1,6,4,5.0012
L_1,1,7.04,25,5,5.0012
L_1,2,6.1,120,6,3.998
L_1,8,6.1,349,7,3.998
L_3,31,7.04,656,8,5.9978
L_1,27,7.98,355,9,7.001
L_1,21,9.86,183,10,9.9974
L_1,42,11.74,179,11,11.9972
L_1,52,11.74,240,12,11.9972
L_1,64,10.8,230,13,11.0006
L_1,63,10.8,199,14,11.0006
L_1,51,10.8,255,15,11.0006
L_1,48,9.86,373,16,9.9974
L_3,57,9.86,581,17,9.9974
L_3,32,9.86,490,18,9.9974
L_1,38,9.86,336,19,9.9974
L_1,14,8.92,207,20,5.9978
L_1,23,8.92,133,21,5.9978
L_1,14,8.92,135,22,5.9978
L_1,11,7.98,108,23,3.998
L_1,9,7.98,99,0,5.9978
L_1,6,7.98,83,1,3.998
L_1,10,7.98,36,2,5.0012
L_1,6,7.98,22,3,5.0012
L_1,8,7.04,8,4,3.998
L_1,1,7.04,8,5,3.998
L_1,4,7.04,17,6,5.0012
L_1,1,7.04,58,7,3.998
L_1,10,7.98,132,8,3.998
L_1,31,7.98,188,9,3.998
L_1,68,8.92,260,10,5.9978
L_1,56,8.92,284,11,5.9978
L_1,74,8.92,320,12,5.0012
L_3,110,8.92,339,13,5.9978
L_3,136,8.92,319,14,5.9978
L_3,117,8.92,331,15,5.0012
L_1,108,8.92,292,16,5.9978
L_1,112,8.92,298,17,5.9978
L_1,58,8.92,239,18,5.9978
L_1,22,8.92,217,19,7.001
L_1,23,7.98,158,20,5.9978
L_1,31,7.98,135,21,7.001
L_1,13,7.04,133,22,5.9978
L_1,15,7.04,133,23,5.9978
L_1,5,6.1,97,0,5.0012
L_1,26,4.22,139,1,3.0014
L_1,6,6.1,31,2,5.9978
L_1,1,5.16,10,3,3.0014
L_1,2,4.22,7,4,1.9982
L_1,0,4.22,5,5,1.9982
L_1,2,5.16,14,6,3.0014
L_1,11,4.22,39,7,1.9982
L_1,34,6.1,115,8,3.998
L_1,56,7.04,161,9,5.9978
L_1,73,7.98,287,10,5.9978
L_3,134,9.86,311,11,9.9974
L_3,150,9.86,354,12,9.9974
L_3,122,10.8,371,13,11.0006
L_3,149,10.8,360,14,11.0006
L_2,149,10.8,300,15,11.0006
L_3,119,10.8,316,16,11.0006
L_1,57,8.92,270,17,7.001
L_1,31,8.92,206,18,7.001
L_1,24,8.92,203,19,5.9978
L_1,7,7.04,134,20,3.0014
L_1,16,6.1,71,21,1.9982
L_1,15,6.1,64,22,3.0014
L_1,12,6.1,41,23,3.998
L_1,3,6.1,20,0,3.0014
L_1,0,6.1,8,1,3.998
L_1,2,6.1,4,2,3.998
L_1,1,6.1,3,3,3.0014
L_1,5,6.1,11,4,3.0014
L_1,1,6.1,38,5,1.9982
L_1,4,6.1,135,6,3.0014
L_3,8,6.1,453,7,3.0014
L_3,19,6.1,629,8,3.0014
L_1,18,6.1,239,9,3.0014
L_1,30,7.04,112,10,3.998
L_1,31,7.98,119,11,5.0012
L_1,38,8.92,206,12,5.9978
L_1,39,8.92,183,13,5.9978
L_1,31,9.86,165,14,9.9974
L_1,24,9.86,207,15,9.9974
L_1,35,8.92,325,16,5.9978
L_3,34,7.98,604,17,5.0012
L_3,19,7.98,523,18,5.0012
L_1,11,7.04,361,19,5.0012
L_1,13,7.04,228,20,3.998
L_1,8,6.1,144,21,3.0014
L_1,4,5.16,111,22,1.9982
L_1,0,4.22,53,23,1.9982
L_1,1,3.28,18,0,1.0016
L_1,0,3.28,8,1,-0.0016
L_1,0,3.28,2,2,1.0016
L_1,0,2.34,4,3,-0.0016
L_1,0,2.34,7,4,1.0016
L_1,1,2.34,40,5,-0.9982
L_1,6,2.34,143,6,-0.9982
L_1,9,1.4,378,7,-2.0014
L_3,20,2.34,568,8,-0.9982
L_1,25,4.22,338,9,1.0016
L_1,41,6.1,189,10,3.0014
L_1,39,7.04,177,11,5.9978
L_1,31,7.04,217,12,5.9978
L_1,46,7.98,232,13,5.9978
L_1,44,8.92,196,14,7.9976
L_1,45,7.98,227,15,5.0012
L_1,33,7.98,369,16,5.9978
L_3,30,7.04,597,17,3.998
L_3,20,7.04,477,18,3.998
L_1,15,6.1,356,19,3.0014
L_1,10,6.1,218,20,3.0014
L_1,14,6.1,137,21,3.0014
L_1,17,6.1,136,22,3.0014
L_1,19,6.1,186,23,3.0014
L_1,49,6.1,234,0,3.0014
L_1,6,5.16,86,1,1.9982
L_1,6,5.16,68,2,1.0016
L_1,2,5.16,9,3,1.0016
L_1,0,5.16,9,4,1.0016
L_1,0,5.16,27,5,1.0016
L_1,3,4.22,115,6,-0.0016
L_1,5,4.22,314,7,-0.9982
L_3,18,4.22,583,8,-0.0016
L_1,17,4.22,351,9,-0.0016
L_1,27,5.16,151,10,1.0016
L_1,15,7.04,132,11,3.0014
L_1,24,7.04,188,12,3.998
L_1,23,7.04,158,13,3.998
L_1,19,7.04,142,14,3.0014
L_1,20,7.04,178,15,3.998
L_1,23,7.04,250,16,3.0014
L_3,16,7.04,501,17,3.0014
L_3,17,7.04,448,18,3.0014
L_1,17,6.1,302,19,1.9982
L_1,7,7.04,249,20,3.998
L_1,5,7.04,121,21,3.998
L_1,4,6.1,56,22,3.0014
L_1,3,5.16,37,23,1.9982
L_1,1,5.16,14,0,1.9982
L_1,1,6.1,11,1,1.9982
L_1,1,6.1,5,2,3.0014
L_1,1,6.1,9,4,3.0014
L_1,0,6.1,35,5,3.0014
L_1,2,6.1,122,6,3.0014
L_3,12,5.16,411,7,1.0016
L_3,16,6.1,652,8,3.0014
L_1,22,7.04,253,9,3.0014
L_1,13,7.04,148,10,3.998
L_1,16,8.92,155,11,5.9978
L_1,33,10.8,202,12,11.0006
L_1,33,12.68,195,13,13.0004
L_1,33,12.68,149,14,13.0004
L_1,32,12.68,201,15,13.0004
L_1,18,11.74,321,16,11.9972
L_3,36,10.8,556,17,11.0006
L_3,16,10.8,491,18,11.0006
L_1,14,9.86,359,19,9.9974
L_1,10,9.86,235,20,9.9974
L_1,11,8.92,222,21,5.9978
L_1,14,7.98,147,22,3.998
L_1,5,7.98,82,23,3.998
L_1,9,7.98,46,0,3.998
L_1,3,7.04,17,1,3.998
L_1,1,7.04,11,2,3.998
L_1,3,7.04,6,3,3.0014
L_1,0,7.04,14,4,3.0014
L_1,2,6.1,25,5,3.0014
L_1,5,4.22,126,6,1.9982
L_1,9,4.22,332,7,1.9982
L_3,25,7.04,668,8,5.0012
L_1,23,7.98,304,9,3.998
L_1,34,8.92,163,10,5.9978
L_1,66,10.8,185,11,11.0006
L_1,48,12.68,214,12,13.0004
L_1,62,13.62,237,13,13.997
L_1,67,13.62,207,14,13.997
L_1,78,13.62,278,15,13.997
L_1,57,13.62,377,16,13.997
L_3,61,11.74,593,17,11.9972
L_3,46,11.74,450,18,11.9972
L_1,30,7.98,331,19,7.001
L_1,20,8.92,235,20,7.001
L_1,23,7.98,176,21,7.9976
L_1,17,7.98,146,22,7.001
L_1,20,7.04,142,23,5.9978
L_1,16,7.04,106,0,5.9978
L_1,8,6.1,68,1,5.0012
L_1,2,7.04,42,2,7.001
L_1,9,6.1,11,3,5.9978
L_1,2,4.22,4,4,1.9982
L_1,1,5.16,9,5,5.0012
L_1,5,3.28,11,6,1.0016
L_1,14,4.22,57,7,1.9982
L_1,16,7.04,130,8,7.001
L_1,43,8.92,216,9,7.001
L_1,86,10.8,264,10,11.0006
L_3,143,10.8,323,11,11.0006
L_2,258,14.56,348,12,15.0002
L_2,268,16.44,383,13,17.0
